path,artist,style,genre,style_id,genre_id
61801.jpg,Claude Monet,Impressionism,landscape,41,19
7158.jpg,Alfred Sisley,Impressionism,landscape,41,19
26452.jpg,Paul Gauguin,Cloisonnism,genre painting,16,15
76415.jpg,Paul Peel,Academicism,genre painting,2,15
103051.jpg,Sonia Delaunay,Orphism,design,83,12
69732.jpg,John Hoyland,Color Field Painting,abstract,17,0
27606.jpg,Theodor Severin Kittelsen,Neo-Romanticism,caricature,71,9
73572.jpg,Pierre Puvis de Chavannes,Symbolism,religious painting,110,30
49795.jpg,Ilya Repin,Realism,portrait,97,27
13325.jpg,Janos Mattis-Teutsch,Abstract Art,abstract,0,0
47342.jpg,Toyen,Expressionism,figurative,30,13
102257.jpg,Barnett Newman,Color Field Painting,abstract,17,0
63287.jpg,Edgar Degas,Impressionism,portrait,41,27
79026.jpg,Giuseppe Maria Crespi,Baroque,still life,12,34
40329.jpg,Charles Turner,Romanticism,portrait,101,27
40776.jpg,Georges Seurat,Pointillism,cityscape,87,10
65147.jpg,Giovanni Fattori,Impressionism,portrait,41,27
41054.jpg,Mario Prassinos,Art Informel,abstract,9,0
70126.jpg,Camille Pissarro,Impressionism,flower painting,41,14
26542.jpg,J. E. H. MacDonald,Art Nouveau (Modern),cloudscape,10,11
34513.jpg,Serge Sudeikin,Symbolism,landscape,110,19
21098.jpg,Jan van Eyck,Northern Renaissance,religious painting,79,30
57505.jpg,Mark Rothko,Surrealism,abstract,109,0
80848.jpg,Albert Bierstadt,Luminism,landscape,51,19
61653.jpg,Sheikh Hamdullah,Ottoman Period,calligraphy,84,7
18198.jpg,Francesco Hayez,Romanticism,portrait,101,27
50624.jpg,Kuzma Petrov-Vodkin,Symbolism,genre painting,110,15
66616.jpg,Claude Monet,Impressionism,flower painting,41,14
87336.jpg,Edward Hopper,New Realism,interior,77,18
54939.jpg,Maurice Esteve,Art Informel,abstract,9,0
38376.jpg,Frederic Bazille,Impressionism,cityscape,41,10
4609.jpg,Hans Memling,Northern Renaissance,religious painting,79,30
96348.jpg,Giovanni Battista Tiepolo,Rococo,mythological painting,99,23
8442.jpg,Norman Rockwell,Regionalism,genre painting,98,15
23096.jpg,Howard Arkley,Pop Art,abstract,88,0
92801.jpg,Samuel Peploe,Post-Impressionism,still life,89,34
59411.jpg,Johan Hendrik Weissenbruch,Realism,self-portrait,97,31
42603.jpg,Pablo Picasso,Impressionism,portrait,41,27
24622.jpg,George Romney,Rococo,sketch and study,99,33
98933.jpg,Jean Auguste Dominique Ingres,Neoclassicism,portrait,73,27
43703.jpg,Eugene Boudin,Impressionism,marina,41,21
22574.jpg,Richard Gerstl,Expressionism,self-portrait,30,31
52877.jpg,Winifred Nicholson,Post-Impressionism,landscape,89,19
42267.jpg,Toyota Hokkei,Ukiyo-e,still life,121,34
100986.jpg,Georges Seurat,Post-Impressionism,genre painting,89,15
22692.jpg,William Blake,Symbolism,illustration,110,17
42036.jpg,Odilon Redon,Symbolism,religious painting,110,30
1066.jpg,Harry Clarke,Art Nouveau (Modern),illustration,10,17
6703.jpg,Marc Chagall,Naïve Art (Primitivism),self-portrait,64,31
101705.jpg,Isaac Levitan,Realism,landscape,97,19
31266.jpg,Aldo Mondino,Pop Art,abstract,88,0
102716.jpg,Pablo Picasso,Impressionism,genre painting,41,15
45857.jpg,Zdislav Beksinski,Surrealism,symbolic painting,109,35
74541.jpg,Piero della Francesca,Early Renaissance,religious painting,28,30
99712.jpg,Paul Delvaux,Surrealism,landscape,109,19
52666.jpg,Arkhip Kuindzhi,Impressionism,landscape,41,19
13506.jpg,Carlos Saenz de Tejada,Social Realism,history painting,104,16
80714.jpg,Albrecht Durer,Northern Renaissance,cityscape,79,10
8991.jpg,Aleksey Savrasov,Realism,landscape,97,19
91660.jpg,Nikos Nikolaou,Expressionism,nude painting (nu),30,24
51278.jpg,Constant Troyon,Realism,animal painting,97,3
9842.jpg,Eyvind Earle,Magic Realism,landscape,53,19
58194.jpg,Felix Vallotton ,Magic Realism,still life,53,34
66248.jpg,Joaquín Sorolla,Impressionism,genre painting,41,15
13507.jpg,Rudolf von Alt,Romanticism,cityscape,101,10
43353.jpg,Aubrey Beardsley,Art Nouveau (Modern),illustration,10,17
73157.jpg,Samuel Peploe,Post-Impressionism,flower painting,89,14
74484.jpg,Josef Sima,Surrealism,cityscape,109,10
78981.jpg,Fairfield Porter,Contemporary Realism,self-portrait,21,31
5319.jpg,Mario Schifano,Art Informel,abstract,9,0
80472.jpg,Albert Bierstadt,Romanticism,cityscape,101,10
77036.jpg,Piero della Francesca,Early Renaissance,religious painting,28,30
63553.jpg,Vasily Vereshchagin,Realism,cityscape,97,10
48179.jpg,Nikola Tanev,Post-Impressionism,cityscape,89,10
37887.jpg,Josef Herman,Expressionism,genre painting,30,15
3134.jpg,Dorothy Lathrop,Art Nouveau (Modern),illustration,10,17
51608.jpg,Pyotr Konchalovsky,Post-Impressionism,still life,89,34
91072.jpg,Eyvind Earle,Magic Realism,landscape,53,19
3566.jpg,Charles Demuth,Precisionism,poster,93,28
66238.jpg,Willi Baumeister,Abstract Art,abstract,0,0
61679.jpg,Louis Comfort Tiffany,Art Nouveau (Modern),design,10,12
38934.jpg,Orest Kiprensky,Romanticism,portrait,101,27
10338.jpg,Tom Roberts,Impressionism,genre painting,41,15
5905.jpg,Titian,Mannerism (Late Renaissance),religious painting,54,30
55529.jpg,Isaac Levitan,Realism,landscape,97,19
51033.jpg,Pieter Aertsen,Northern Renaissance,religious painting,79,30
2270.jpg,Edgar Degas,Impressionism,genre painting,41,15
60811.jpg,Aubrey Beardsley,Art Nouveau (Modern),design,10,12
36834.jpg,Lajos Kassak,Constructivism,poster,20,28
61406.jpg,Rene Magritte,Surrealism,symbolic painting,109,35
54167.jpg,Alexey Venetsianov,Realism,portrait,97,27
76828.jpg,Canaletto,Baroque,veduta,12,38
79941.jpg,Nicholas Roerich,Symbolism,religious painting,110,30
33465.jpg,Francisco de Zurbaran,Baroque,religious painting,12,30
27935.jpg,David Burliuk,Post-Impressionism,portrait,89,27
90041.jpg,Laszlo Mednyanszky,Expressionism,genre painting,30,15
18324.jpg,Renato Guttuso,Social Realism,genre painting,104,15
70984.jpg,Alphonse Mucha,Art Nouveau (Modern),advertisement,10,1
98218.jpg,Fritz Winter,Art Informel,abstract,9,0
22174.jpg,Paolo Veronese,Mannerism (Late Renaissance),mythological painting,54,23
67225.jpg,Wyndham Lewis,Metaphysical art,genre painting,56,15
17084.jpg,Germaine Richier,Existential Art,figurative,29,13
34157.jpg,John Everett Millais,Realism,genre painting,97,15
39483.jpg,John Wilson Carmichael,Romanticism,marina,101,21
33965.jpg,Edward Lear,Naturalism,animal painting,63,3
74474.jpg,Jean Hey,Northern Renaissance,religious painting,79,30
19345.jpg,Paula Modersohn-Becker,Expressionism,landscape,30,19
90758.jpg,Anita Malfatti,Post-Impressionism,portrait,89,27
4081.jpg,Eugene Delacroix,Romanticism,history painting,101,16
27570.jpg,Rene Magritte,Surrealism,symbolic painting,109,35
53108.jpg,Jacob Jordaens,Baroque,religious painting,12,30
102138.jpg,Sergey Solomko,Art Nouveau (Modern),design,10,12
4872.jpg,Laura Knight,Impressionism,genre painting,41,15
87490.jpg,Laura Knight,Impressionism,marina,41,21
43197.jpg,Fyodor Vasilyev,Realism,landscape,97,19
3935.jpg,Sol LeWitt,Minimalism,abstract,57,0
14561.jpg,Aldemir Martins,Post-Impressionism,landscape,89,19
91512.jpg,Vasily Tropinin,Romanticism,portrait,101,27
39392.jpg,Louay Kayyali,Expressionism,genre painting,30,15
37487.jpg,Romul Nutiu,Tachisme,abstract,115,0
41977.jpg,Auguste Herbin,Cubism,still life,23,34
19192.jpg,Pablo Picasso,Post-Impressionism,sketch and study,89,33
34412.jpg,Konstantin Vasilyev,Symbolism,landscape,110,19
229.jpg,Theodor Philipsen,Impressionism,animal painting,41,3
88541.jpg,Alfred Wallis,Naïve Art (Primitivism),marina,64,21
77185.jpg,Charles-Francois Daubigny,Realism,landscape,97,19
90143.jpg,Vittore Carpaccio,High Renaissance,religious painting,39,30
58580.jpg,Philip Guston,Neo-Expressionism,genre painting,68,15
46310.jpg,Nassos Daphnis,Hard Edge Painting,abstract,38,0
5127.jpg,Pierre-Auguste Renoir,Impressionism,landscape,41,19
24314.jpg,Rudolf de Crignis,Minimalism,abstract,57,0
99068.jpg,Arkhip Kuindzhi,Impressionism,landscape,41,19
65724.jpg,Louise Elisabeth Vigee Le Brun,Rococo,portrait,99,27
100310.jpg,Alexandre Jacovleff,Neoclassicism,literary painting,73,20
44680.jpg,Nicholas Roerich,Symbolism,mythological painting,110,23
40268.jpg,Harry Clarke,Art Nouveau (Modern),illustration,10,17
87050.jpg,Bernardo Bellotto,Rococo,cityscape,99,10
2300.jpg,Wilhelm Leibl,Realism,portrait,97,27
28778.jpg,Marianne North,Naturalism,flower painting,63,14
95857.jpg,Niko Pirosmani,Naïve Art (Primitivism),still life,64,34
42336.jpg,Katsushika Hokusai,Ukiyo-e,genre painting,121,15
14697.jpg,Thomas Cole,Romanticism,landscape,101,19
98292.jpg,Albrecht Durer,Northern Renaissance,portrait,79,27
86864.jpg,Titian,High Renaissance,portrait,39,27
27345.jpg,Frits Thaulow,Impressionism,cityscape,41,10
67318.jpg,Fernand Leger,Orphism,abstract,83,0
23003.jpg,Pablo Picasso,Expressionism,portrait,30,27
58030.jpg,Nicolaes Maes,Baroque,genre painting,12,15
77972.jpg,Vasily Vereshchagin,Realism,genre painting,97,15
12800.jpg,Mikalojus Ciurlionis,Symbolism,symbolic painting,110,35
35387.jpg,Eugene de Blaas,Academicism,genre painting,2,15
42832.jpg,George Romney,Rococo,portrait,99,27
58067.jpg,Paul Cezanne,Cubism,landscape,23,19
69045.jpg,Tosa Mitsuoki,Yamato-e,landscape,123,19
65455.jpg,Konstantin Korovin,Impressionism,portrait,41,27
5596.jpg,Jan Sluyters,Fauvism,still life,32,34
91646.jpg,Karl Schmidt-Rottluff,Expressionism,landscape,30,19
74447.jpg,William-Adolphe Bouguereau,Neoclassicism,genre painting,73,15
16336.jpg,James Ward ,Romanticism,animal painting,101,3
48755.jpg,Albert Gleizes,Cubism,still life,23,34
62887.jpg,Eugene Boudin,Impressionism,landscape,41,19
30368.jpg,Laszlo Moholy-Nagy,Constructivism,abstract,20,0
16069.jpg,Vasily Polenov,Realism,religious painting,97,30
66173.jpg,Shitao,Ink and wash painting,landscape,43,19
37937.jpg,Giovanni Battista Piranesi,Neoclassicism,design,73,12
86272.jpg,Giovanni Boldini,Impressionism,nude painting (nu),41,24
90982.jpg,Antonello da Messina,Early Renaissance,religious painting,28,30
24903.jpg,Vajda Lajos,Expressionism,self-portrait,30,31
26200.jpg,Louis Comfort Tiffany,Art Nouveau (Modern),design,10,12
41320.jpg,Giovanni Boldini,Realism,portrait,97,27
65326.jpg,Francesco Guardi,Baroque,veduta,12,38
54990.jpg,David Cox,Romanticism,cityscape,101,10
46652.jpg,Alfred Sisley,Impressionism,landscape,41,19
10170.jpg,Edgar Degas,Impressionism,genre painting,41,15
85752.jpg,Duccio,Proto Renaissance,religious painting,95,30
23773.jpg,Spyros Papaloukas,Post-Impressionism,self-portrait,89,31
89752.jpg,Paul Cezanne,Post-Impressionism,still life,89,34
63371.jpg,Albrecht Durer,Northern Renaissance,sketch and study,79,33
43622.jpg,Eustache Le Sueur,Baroque,religious painting,12,30
87779.jpg,Anni Albers,Abstract Art,abstract,0,0
55813.jpg,Aleksey Savrasov,Realism,landscape,97,19
11345.jpg,Albert Anker,Impressionism,portrait,41,27
70287.jpg,Maurycy Gottlieb,Romanticism,religious painting,101,30
25771.jpg,Fyodor Bronnikov,Romanticism,history painting,101,16
47504.jpg,Mstislav Dobuzhinsky,Symbolism,design,110,12
89429.jpg,Louise Elisabeth Vigee Le Brun,Rococo,portrait,99,27
99027.jpg,George Stefanescu-Ramnic ,Post-Impressionism,interior,89,18
59050.jpg,El Lissitzky,Constructivism,poster,20,28
10835.jpg,Nikolay Bogdanov-Belsky,Impressionism,genre painting,41,15
83787.jpg,Augustus John,Realism,portrait,97,27
82320.jpg,Ion Pacea,Post-Impressionism,still life,89,34
38980.jpg,Jan Matejko,Academicism,portrait,2,27
40491.jpg,Alfred Parsons,Naturalism,landscape,63,19
1240.jpg,Zdislav Beksinski,Surrealism,symbolic painting,109,35
52171.jpg,Robert Julian Onderdonk,Impressionism,landscape,41,19
4115.jpg,John Ruskin,Symbolism,landscape,110,19
91601.jpg,M. H. Maxy,Cubism,nude painting (nu),23,24
67285.jpg,Ferdinand Georg Waldmüller,Romanticism,landscape,101,19
79657.jpg,Norman Rockwell,Regionalism,sketch and study,98,33
76295.jpg,Aristarkh Lentulov,Cubism,portrait,23,27
58090.jpg,John Constable,Romanticism,landscape,101,19
75500.jpg,Gustave Boulanger,Academicism,genre painting,2,15
98467.jpg,Albrecht Durer,Northern Renaissance,mythological painting,79,23
77789.jpg,Theodor Severin Kittelsen,Neo-Romanticism,illustration,71,17
4109.jpg,Niko Pirosmani,Naïve Art (Primitivism),genre painting,64,15
89757.jpg,Ito Jakuchu,Ukiyo-e,flower painting,121,14
30416.jpg,Edward Hopper,New Realism,genre painting,77,15
70291.jpg,Duccio,Proto Renaissance,religious painting,95,30
33526.jpg,Joan Mitchell,Abstract Expressionism,abstract,1,0
18646.jpg,Stanley Spencer,Neo-Romanticism,cityscape,71,10
8400.jpg,Valentin Serov,Impressionism,portrait,41,27
100076.jpg,Jusepe de Ribera,Tenebrism,religious painting,116,30
78004.jpg,Eyvind Earle,Magic Realism,landscape,53,19
101979.jpg,Frederic Bazille,Impressionism,portrait,41,27
64948.jpg,Maxime Maufra,Post-Impressionism,landscape,89,19
25964.jpg, Wassily Kandinsky,Expressionism,landscape,30,19
90747.jpg,Max Bill,Concretism,abstract,19,0
29732.jpg,Rembrandt,Baroque,sketch and study,12,33
24474.jpg,Mikalojus Ciurlionis,Symbolism,landscape,110,19
78656.jpg,Rembrandt,Baroque,self-portrait,12,31
55071.jpg,Peter Paul Rubens,Baroque,mythological painting,12,23
100373.jpg,Moise Kisling,Post-Impressionism,nude painting (nu),89,24
76344.jpg,Peter Paul Rubens,Baroque,religious painting,12,30
11743.jpg,Vasily Tropinin,Romanticism,portrait,101,27
61067.jpg,Giovanni Battista Piranesi,Neoclassicism,sketch and study,73,33
49166.jpg,Rudolf Bauer,Abstract Art,abstract,0,0
16229.jpg,Fernand Leger,Tubism,portrait,120,27
61317.jpg,John Jackson,Rococo,portrait,99,27
34614.jpg,Vladimir Makovsky,Realism,genre painting,97,15
33026.jpg,George Stefanescu-Ramnic ,Fauvism,interior,32,18
84829.jpg,Ilka Gedo,Expressionism,self-portrait,30,31
12413.jpg,Mykola Pymonenko,Realism,genre painting,97,15
26603.jpg,Katsushika Hokusai,Ukiyo-e,mythological painting,121,23
87765.jpg,Francesco Guardi,Baroque,veduta,12,38
5160.jpg,Carlo Crivelli,Early Renaissance,religious painting,28,30
75579.jpg,Rene Magritte,Surrealism,symbolic painting,109,35
16854.jpg,Dorothy Lathrop,Art Nouveau (Modern),illustration,10,17
68710.jpg,James Charles,Realism,portrait,97,27
35518.jpg,Emil Carlsen,Impressionism,cloudscape,41,11
55315.jpg,Mykola Yaroshenko,Realism,landscape,97,19
7818.jpg,Ivan Shishkin,Realism,landscape,97,19
31643.jpg,Henri Rousseau,Naïve Art (Primitivism),wildlife painting,64,39
9030.jpg,Rogier van der Weyden,Northern Renaissance,portrait,79,27
17856.jpg,Arman Manookian,Naïve Art (Primitivism),genre painting,64,15
49137.jpg,Nicholas Roerich,Symbolism,religious painting,110,30
84351.jpg,Giovanni Battista Torriglia,Romanticism,genre painting,101,15
15133.jpg,Camille Pissarro,Impressionism,landscape,41,19
46214.jpg,Luca Signorelli,High Renaissance,self-portrait,39,31
53265.jpg,Carl-Ludwig Johann Christineck,Rococo,portrait,99,27
37802.jpg,Georges Braque,Analytical Cubism,genre painting,5,15
18808.jpg,Wu Guanzhong,Ink and wash painting,mythological painting,43,23
1671.jpg,Henry Raeburn,Romanticism,portrait,101,27
29950.jpg,Giorgione,High Renaissance,religious painting,39,30
74152.jpg,Lucas Cranach the Elder,Northern Renaissance,portrait,79,27
100955.jpg,Eliseu Visconti,Impressionism,genre painting,41,15
63133.jpg,Theodor Severin Kittelsen,Art Nouveau (Modern),illustration,10,17
51672.jpg,Nicholas Roerich,Symbolism,landscape,110,19
35821.jpg,Childe Hassam,Impressionism,genre painting,41,15
36606.jpg,Olga Rozanova,Suprematism,abstract,108,0
48666.jpg,Theophile Steinlen,Art Nouveau (Modern),illustration,10,17
100221.jpg,Frits Thaulow,Impressionism,landscape,41,19
68953.jpg,Joaquín Sorolla,Impressionism,landscape,41,19
7027.jpg,Alfred Sisley,Impressionism,landscape,41,19
56490.jpg,Vladimir Borovikovsky,Rococo,portrait,99,27
86766.jpg,Pyotr Konchalovsky,Realism,cityscape,97,10
73750.jpg,Orest Kiprensky,Romanticism,portrait,101,27
83689.jpg,Arnold Böcklin,Symbolism,landscape,110,19
58461.jpg,Andy Warhol,Pop Art,still life,88,34
83119.jpg,Rene Magritte,Art Deco,advertisement,8,1
54370.jpg,Antonello da Messina,Early Renaissance,religious painting,28,30
70521.jpg,Salvador Dali,Surrealism,portrait,109,27
63257.jpg,Francisco Goya,Romanticism,capriccio,101,8
71175.jpg,Ilya Repin,Realism,landscape,97,19
36674.jpg,Maki Haku,Sōsaku hanga,abstract,114,0
85155.jpg,Camille Corot,Realism,genre painting,97,15
38504.jpg,Thomas Downing,Op Art,abstract,81,0
38483.jpg,M. H. Maxy,Constructivism,design,20,12
92911.jpg,Louisa Matthiasdottir,Expressionism,cityscape,30,10
76503.jpg,Claude Monet,Impressionism,landscape,41,19
61867.jpg,Zinaida Serebriakova,Art Nouveau (Modern),portrait,10,27
24558.jpg,Pierre-Auguste Renoir,Impressionism,landscape,41,19
1170.jpg,Alexander Calder,Abstract Art,figurative,0,13
66634.jpg,Charles Bell,Photorealism,still life,86,34
82981.jpg,Carlos Merida,Cubism,abstract,23,0
3152.jpg,Agnolo Bronzino,Mannerism (Late Renaissance),portrait,54,27
32296.jpg,Bernardo Marques,Expressionism,landscape,30,19
16615.jpg,John Atkinson Grimshaw,Romanticism,marina,101,21
87553.jpg,Henri Martin,Divisionism,cityscape,27,10
20556.jpg,Edouard Vuillard,Intimism,portrait,45,27
42104.jpg,Clarence Holbrook Carter,Magic Realism,landscape,53,19
82776.jpg,Robert Henri,American Realism,portrait,4,27
47230.jpg,Emil Schumacher,Tachisme,abstract,115,0
57552.jpg,Leonardo da Vinci,High Renaissance,sketch and study,39,33
63053.jpg,Alfred Sisley,Impressionism,landscape,41,19
3141.jpg,Clarence Holbrook Carter,Magic Realism,interior,53,18
9411.jpg,Eustache Le Sueur,Baroque,religious painting,12,30
53320.jpg,Eyvind Earle,Magic Realism,landscape,53,19
88745.jpg,Dmitry Levitzky,Rococo,portrait,99,27
91609.jpg,Piero Dorazio,Op Art,abstract,81,0
16803.jpg,Vasily Surikov,Realism,sketch and study,97,33
33335.jpg,Giotto,Proto Renaissance,religious painting,95,30
40386.jpg,David Burliuk,Futurism,portrait,35,27
96559.jpg,Paul Gauguin,Post-Impressionism,landscape,89,19
15665.jpg,Nicolae Darascu,Post-Impressionism,landscape,89,19
14860.jpg,Giovanni Boldini,Impressionism,portrait,41,27
28976.jpg,James Webb ,Romanticism,cityscape,101,10
65984.jpg,Albrecht Durer,Northern Renaissance,portrait,79,27
86617.jpg,Maxime Maufra,Post-Impressionism,marina,89,21
101781.jpg,Candido Portinari,Expressionism,portrait,30,27
50638.jpg,Conrad Marca-Relli,Abstract Expressionism,abstract,1,0
10532.jpg,Ilya Repin,Realism,portrait,97,27
4745.jpg,Ivan Vladimirov,Realism,marina,97,21
3407.jpg,Diego Velazquez,Baroque,portrait,12,27
96346.jpg,Lucas Cranach the Elder,Northern Renaissance,religious painting,79,30
14323.jpg,Eugene Boudin,Impressionism,animal painting,41,3
61414.jpg,Eugene Boudin,Realism,genre painting,97,15
36800.jpg,Henri Matisse,Expressionism,nude painting (nu),30,24
36945.jpg,Julius Bissier,Expressionism,landscape,30,19
88983.jpg,Willard Metcalf,Impressionism,landscape,41,19
92787.jpg,Jules Lefranc,Naïve Art (Primitivism),cityscape,64,10
44993.jpg,Rene Magritte,Surrealism,symbolic painting,109,35
46588.jpg,Mark Rothko,Color Field Painting,abstract,17,0
61198.jpg,Georgia O'Keeffe,Precisionism,landscape,93,19
47060.jpg,Adolphe Joseph Thomas Monticelli,Romanticism,genre painting,101,15
49090.jpg,Camille Bombois,Naïve Art (Primitivism),portrait,64,27
9579.jpg,George Romney,Rococo,portrait,99,27
38892.jpg,Aubrey Beardsley,Art Nouveau (Modern),illustration,10,17
10204.jpg,Ben Nicholson,Cubism,sketch and study,23,33
68116.jpg,Vincent van Gogh,Post-Impressionism,self-portrait,89,31
85505.jpg,Masaccio,Early Renaissance,self-portrait,28,31
67795.jpg,Pavel Svinyin,Romanticism,panorama,101,25
1958.jpg,Anni Albers,Abstract Art,abstract,0,0
15056.jpg,Paul Gauguin,Impressionism,landscape,41,19
10631.jpg,Kitagawa Utamaro,Ukiyo-e,genre painting,121,15
56144.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait,121,27
74462.jpg,Dolfi Trost,Surrealism,abstract,109,0
93670.jpg,Ernst Ludwig Kirchner,Expressionism,cityscape,30,10
11089.jpg,Georges Braque,Analytical Cubism,still life,5,34
79048.jpg,Verena Loewensberg,Concretism,abstract,19,0
93739.jpg,Matthias Grünewald,Northern Renaissance,sketch and study,79,33
27700.jpg,Bartolome Esteban Murillo,Baroque,religious painting,12,30
19902.jpg,George Frederick Watts,Symbolism,cloudscape,110,11
43121.jpg,Edwin Lord Weeks,Orientalism,cityscape,82,10
22653.jpg,Camille Pissarro,Impressionism,landscape,41,19
54214.jpg,Mikalojus Ciurlionis,Symbolism,symbolic painting,110,35
93435.jpg,Agnes Martin,Color Field Painting,abstract,17,0
72058.jpg,Pierre-Paul Prud'hon,Neoclassicism,nude painting (nu),73,24
23235.jpg,Christian Rohlfs,Expressionism,landscape,30,19
3978.jpg,Gentile da Fabriano,International Gothic,allegorical painting,44,2
45577.jpg,Vela Zanetti,Muralism,symbolic painting,60,35
20000.jpg,Henri Rousseau,Naïve Art (Primitivism),cityscape,64,10
101875.jpg,Emil Schumacher,Tachisme,abstract,115,0
56228.jpg,Joan Mitchell,Abstract Expressionism,abstract,1,0
41783.jpg,Marianne North,Naturalism,flower painting,63,14
71703.jpg,Henry Ossawa Tanner,Realism,sketch and study,97,33
73140.jpg,Peter Paul Rubens,Baroque,self-portrait,12,31
24056.jpg,Frederick Hammersley,Hard Edge Painting,abstract,38,0
20500.jpg,Dante Gabriel Rossetti,Romanticism,literary painting,101,20
99337.jpg,Orest Kiprensky,Romanticism,self-portrait,101,31
76325.jpg,Henry Villierme,Neo-Expressionism,landscape,68,19
15756.jpg,Mark Tobey,Expressionism,sketch and study,30,33
48719.jpg,Sam Francis,Lyrical Abstraction,abstract,52,0
39217.jpg,Jimmy Ernst,Abstract Expressionism,abstract,1,0
59904.jpg,Jean Degottex,Minimalism,abstract,57,0
74406.jpg,Nikolay Bogdanov-Belsky,Realism,genre painting,97,15
78048.jpg,Jan Steen,Baroque,genre painting,12,15
57169.jpg,Morris Louis,Color Field Painting,abstract,17,0
68806.jpg,William James Glackens,Impressionism,portrait,41,27
19076.jpg,Ilya Mashkov,Fauvism,portrait,32,27
87221.jpg,Konstantin Makovsky,Romanticism,portrait,101,27
73613.jpg,Benjamin West,Rococo,portrait,99,27
92857.jpg,Richard Diebenkorn,Expressionism,portrait,30,27
52040.jpg, Fyodor Solntsev,Romanticism,sketch and study,101,33
4813.jpg,Raoul Dufy,Post-Impressionism,genre painting,89,15
90640.jpg,James McNeill Whistler,Symbolism,genre painting,110,15
89603.jpg,Antonio Corpora,Lyrical Abstraction,figurative,52,13
42177.jpg,Ivan Aivazovsky,Romanticism,landscape,101,19
37362.jpg,Mario Ballocco,Concretism,abstract,19,0
45011.jpg,Viktor Vasnetsov,Realism,flower painting,97,14
27688.jpg,Charles Demuth,Precisionism,cityscape,93,10
84560.jpg,Boris Kustodiev,Realism,sketch and study,97,33
71280.jpg,Henri Matisse,Fauvism,nude painting (nu),32,24
13621.jpg,Mikalojus Ciurlionis,Symbolism,symbolic painting,110,35
33864.jpg,Jeffrey Smart,Hyper-Realism,genre painting,40,15
63440.jpg,Orest Kiprensky,Romanticism,portrait,101,27
65820.jpg,Rosalba Carriera,Rococo,allegorical painting,99,2
46746.jpg,M.C. Escher,Op Art,tessellation,81,36
57506.jpg,Adriaen van Ostade,Baroque,genre painting,12,15
87687.jpg,Le Corbusier,Surrealism,figurative,109,13
34650.jpg,Martiros Saryan,Symbolism,landscape,110,19
25860.jpg,John Singer Sargent,Impressionism,genre painting,41,15
81852.jpg,Elmer Bischoff,Expressionism,landscape,30,19
100665.jpg,Norman Rockwell,Regionalism,genre painting,98,15
22387.jpg,Adriaen van de Velde,Baroque,nude painting (nu),12,24
35918.jpg, Wassily Kandinsky,Abstract Art,abstract,0,0
78913.jpg,Hans Holbein the Younger,Northern Renaissance,portrait,79,27
20905.jpg,Gino Severini,Futurism,symbolic painting,35,35
101321.jpg,Guido Reni,Baroque,religious painting,12,30
85095.jpg,Francois Arnal,Art Informel,abstract,9,0
77234.jpg,Carel Willink,Magic Realism,genre painting,53,15
96222.jpg,Eugene de Blaas,Academicism,genre painting,2,15
75732.jpg,Eugene Delacroix,Orientalism,history painting,82,16
64294.jpg,Giorgio Vasari,Mannerism (Late Renaissance),religious painting,54,30
38274.jpg,Jose Maria Velasco,Impressionism,landscape,41,19
39189.jpg,Albrecht Durer,Northern Renaissance,sketch and study,79,33
89197.jpg,Giovanni Boldini,Realism,portrait,97,27
95687.jpg,Rembrandt,Baroque,portrait,12,27
2491.jpg,Camille Pissarro,Impressionism,portrait,41,27
61316.jpg,George Bouzianis,Expressionism,portrait,30,27
37968.jpg,Nikos Nikolaou,Expressionism,nude painting (nu),30,24
97366.jpg,George Stefanescu-Ramnic ,Expressionism,flower painting,30,14
3986.jpg,Honore Daumier,Realism,genre painting,97,15
55291.jpg,Carlos Orozco Romero,Expressionism,symbolic painting,30,35
71843.jpg,Afro,Art Informel,abstract,9,0
72534.jpg,Bradley Walker Tomlin,Abstract Expressionism,abstract,1,0
7172.jpg,Maurice Utrillo,Post-Impressionism,cityscape,89,10
56105.jpg,Gunther Forg,Abstract Expressionism,abstract,1,0
13723.jpg,Pierre-Auguste Renoir,Impressionism,genre painting,41,15
96178.jpg,Mark Rothko,Surrealism,figurative,109,13
2912.jpg,Karl Bryullov,Romanticism,portrait,101,27
84847.jpg,Eric Ravilious,Magic Realism,landscape,53,19
31035.jpg,Paul Gauguin,Impressionism,landscape,41,19
87547.jpg,Eugene Boudin,Impressionism,genre painting,41,15
69262.jpg,David Burliuk,Naïve Art (Primitivism),genre painting,64,15
70064.jpg,Bartolome Esteban Murillo,Baroque,sketch and study,12,33
64221.jpg,Henri-Edmond Cross,Pointillism,cityscape,87,10
65945.jpg,Tsukioka Yoshitoshi,Ukiyo-e,literary painting,121,20
3111.jpg,Lucas Cranach the Elder,Northern Renaissance,religious painting,79,30
67022.jpg,Albert Bierstadt,Luminism,marina,51,21
15306.jpg,Gustave Dore,Romanticism,religious painting,101,30
75812.jpg,Xavier Martinez,Tonalism,genre painting,118,15
100950.jpg,Arturo Souto,Expressionism,genre painting,30,15
29367.jpg,Rembrandt,Baroque,portrait,12,27
21709.jpg,Allan D'Arcangelo,Pop Art,figurative,88,13
40054.jpg,Nicolae Grigorescu,Impressionism,self-portrait,41,31
